valence,arousal,dominance
0.49,0.429,0.268
0.354,0.641,0.33
0.396,0.73,0.455
0.188,0.803,0.613
0.354,0.45,0.358
0.316,0.74,0.538
0.214,0.755,0.575
0.49,0.637,0.42
0.479,0.446,0.426
0.406,0.7,0.509
0.354,0.673,0.413
0.312,0.764,0.358
0.656,0.281,0.308
0.745,0.833,0.83
0.143,0.349,0.342
0.292,0.36,0.327
0.457,0.635,0.406
0.55,0.67,0.538
0.26,0.61,0.481
0.719,0.625,0.69
0.5,0.716,0.717
0.47,0.811,0.706
0.406,0.573,0.69
0.434,0.817,0.721
0.438,0.794,0.772
0.74,0.283,0.611
0.776,0.224,0.602
0.698,0.306,0.422
0.74,0.29,0.547
0.708,0.531,0.7
0.781,0.183,0.415
0.56,0.563,0.51
0.59,0.25,0.518
0.77,0.388,0.648
0.667,0.654,0.578
0.75,0.559,0.654
0.385,0.698,0.642
0.719,0.51,0.717
0.74,0.545,0.67
0.72,0.572,0.809
0.7,0.52,0.783
0.786,0.365,0.787
0.554,0.51,0.836
0.757,0.462,0.647
0.708,0.509,0.878
0.429,0.471,0.582
0.633,0.471,0.648
0.49,0.173,0.346
0.677,0.422,0.623
0.34,0.565,0.464
0.688,0.625,0.632
0.459,0.52,0.284
0.656,0.51,0.729
0.542,0.527,0.769
0.781,0.455,0.712
0.902,0.337,0.726
0.729,0.448,0.665
0.729,0.365,0.729
0.583,0.46,0.571
0.552,0.54,0.589
0.359,0.49,0.559
0.551,0.48,0.415
0.875,0.127,0.593
0.837,0.306,0.63
0.854,0.186,0.519
0.847,0.308,0.691
0.667,0.569,0.51
0.235,0.83,0.555
0.245,0.843,0.746
0.344,0.88,0.663
0.135,0.86,0.609
0.781,0.712,0.78
0.673,0.577,0.519
0.802,0.618,0.737
0.521,0.48,0.506
0.656,0.557,0.519
0.115,0.677,0.429
0.154,0.519,0.573
0.312,0.69,0.54
0.357,0.624,0.58
0.583,0.351,0.525
0.333,0.575,0.482
0.602,0.578,0.667
0.333,0.656,0.658
0.367,0.481,0.5
0.231,0.449,0.245
0.224,0.418,0.333
0.542,0.23,0.415
0.32,0.333,0.381
0.74,0.462,0.551
0.646,0.436,0.561
0.583,0.464,0.586
0.719,0.562,0.623
0.592,0.365,0.589
0.5,0.451,0.426
0.694,0.375,0.567
0.677,0.43,0.385
0.729,0.519,0.639
0.417,0.36,0.51
0.646,0.51,0.367
0.367,0.47,0.379
0.368,0.398,0.373
0.584,0.702,0.664
0.44,0.49,0.529
0.458,0.49,0.363
0.245,0.52,0.558
0.698,0.271,0.415
0.604,0.324,0.679
0.677,0.52,0.66
0.76,0.46,0.618
0.74,0.673,0.556
0.838,0.44,0.572
0.708,0.519,0.462
0.688,0.398,0.453
0.262,0.788,0.279
0.292,0.763,0.38
0.643,0.42,0.472
0.418,0.622,0.532
0.469,0.724,0.648
0.573,0.75,0.548
0.46,0.404,0.418
0.448,0.312,0.317
0.24,0.49,0.446
0.833,0.587,0.726
0.625,0.4,0.609
0.76,0.315,0.6
0.875,0.458,0.786
0.089,0.429,0.259
0.688,0.491,0.602
0.722,0.337,0.566
0.561,0.519,0.463
0.51,0.492,0.602
0.812,0.439,0.672
0.912,0.388,0.664
0.844,0.62,0.853
0.5,0.447,0.4
0.76,0.47,0.625
0.896,0.57,0.604
0.429,0.5,0.658
0.729,0.604,0.712
0.63,0.548,0.667
0.448,0.442,0.582
0.531,0.459,0.611
0.587,0.461,0.783
0.74,0.618,0.718
0.625,0.719,0.667
0.596,0.444,0.722
0.49,0.529,0.56
0.552,0.421,0.5
0.551,0.374,0.481
0.573,0.537,0.474
0.479,0.402,0.509
0.719,0.422,0.575
0.402,0.337,0.598
0.918,0.51,0.647
0.78,0.388,0.709
0.781,0.402,0.737
0.724,0.545,0.616
0.909,0.632,0.66
0.896,0.686,0.479
0.551,0.654,0.633
0.662,0.63,0.69
0.448,0.787,0.693
0.479,0.645,0.591
0.396,0.653,0.593
0.344,0.618,0.41
0.479,0.225,0.438
0.438,0.24,0.307
0.449,0.56,0.695
0.625,0.48,0.634
0.458,0.406,0.862
0.49,0.373,0.704
0.438,0.443,0.491
0.429,0.37,0.352
0.688,0.418,0.5
0.479,0.5,0.416
0.49,0.538,0.615
0.552,0.5,0.561
0.37,0.56,0.445
0.312,0.58,0.543
0.459,0.59,0.561
0.427,0.519,0.618
0.521,0.392,0.526
0.561,0.316,0.409
0.552,0.32,0.509
0.427,0.385,0.377
0.521,0.337,0.328
0.602,0.444,0.49
0.633,0.469,0.491
0.625,0.378,0.434
0.376,0.408,0.545
0.622,0.46,0.396
0.677,0.549,0.518
0.51,0.52,0.428
0.469,0.36,0.648
0.401,0.5,0.348
0.151,0.47,0.417
0.481,0.5,0.535
0.677,0.558,0.649
0.219,0.304,0.336
0.229,0.365,0.204
0.365,0.382,0.24
0.316,0.262,0.589
0.21,0.5,0.527
0.592,0.35,0.443
0.49,0.35,0.307
0.583,0.49,0.456
0.5,0.453,0.421
0.531,0.471,0.455
0.177,0.48,0.311
0.449,0.332,0.395
0.541,0.673,0.681
0.327,0.542,0.267
0.771,0.592,0.768
0.604,0.449,0.5
0.635,0.49,0.692
0.469,0.38,0.368
0.506,0.358,0.558
0.531,0.644,0.778
0.633,0.312,0.595
0.51,0.469,0.643
0.694,0.314,0.603
0.67,0.4,0.464
0.653,0.46,0.64
0.85,0.43,0.653
0.719,0.387,0.709
0.646,0.444,0.565
0.694,0.466,0.664
0.5,0.577,0.506
0.698,0.342,0.472
0.59,0.408,0.471
0.71,0.5,0.528
0.656,0.292,0.735
0.479,0.51,0.5
0.583,0.46,0.538
0.281,0.559,0.347
0.531,0.49,0.797
0.809,0.5,0.558
0.562,0.569,0.905
0.388,0.471,0.526
0.51,0.541,0.433
0.52,0.357,0.588
0.314,0.373,0.277
0.418,0.453,0.404
0.719,0.64,0.689
0.91,0.377,0.48
0.936,0.52,0.571
0.667,0.41,0.352
0.635,0.357,0.457
0.735,0.392,0.5
0.677,0.26,0.391
0.592,0.445,0.5
0.64,0.238,0.481
0.379,0.607,0.327
0.541,0.528,0.43
0.656,0.633,0.541
0.052,0.61,0.321
0.18,0.52,0.331
0.163,0.475,0.188
0.143,0.67,0.203
0.312,0.726,0.566
0.312,0.731,0.583
0.729,0.52,0.759
0.643,0.459,0.556
0.76,0.441,0.556
0.802,0.336,0.809
0.74,0.471,0.435
0.52,0.472,0.63
0.782,0.607,0.767
0.76,0.64,0.845
0.68,0.529,0.675
0.698,0.52,0.5
0.29,0.668,0.773
0.428,0.538,0.84
0.469,0.722,0.755
0.292,0.637,0.817
0.54,0.295,0.712
0.62,0.4,0.607
0.64,0.5,0.773
0.49,0.412,0.654
0.599,0.537,0.574
0.622,0.396,0.574
0.573,0.32,0.583
0.255,0.442,0.3
0.312,0.5,0.324
0.302,0.434,0.363
0.23,0.623,0.331
0.167,0.48,0.188
0.104,0.374,0.245
0.352,0.54,0.368
0.255,0.567,0.273
0.633,0.602,0.797
0.435,0.188,0.558
0.663,0.337,0.585
0.729,0.327,0.508
0.51,0.275,0.481
0.531,0.269,0.483
0.542,0.425,0.667
0.5,0.336,0.668
0.531,0.448,0.528
0.16,0.647,0.315
0.531,0.45,0.593
0.671,0.538,0.642
0.406,0.528,0.606
0.405,0.451,0.403
0.667,0.47,0.5
0.588,0.622,0.5
0.806,0.567,0.873
0.677,0.632,0.87
0.68,0.418,0.527
0.653,0.61,0.567
0.5,0.357,0.438
0.786,0.747,0.676
0.592,0.336,0.396
0.604,0.583,0.76
0.729,0.702,0.902
0.646,0.719,0.875
0.48,0.448,0.545
0.458,0.5,0.745
0.76,0.551,0.596
0.729,0.521,0.707
0.57,0.627,0.763
0.582,0.622,0.782
0.422,0.451,0.655
0.06,0.647,0.37
0.102,0.48,0.25
0.08,0.704,0.33
0.083,0.637,0.422
0.827,0.65,0.698
0.811,0.637,0.592
0.655,0.548,0.556
0.776,0.588,0.767
0.809,0.673,0.7
0.656,0.52,0.788
0.173,0.46,0.303
0.653,0.5,0.623
0.677,0.365,0.519
0.857,0.604,0.625
0.867,0.566,0.589
0.5,0.378,0.386
0.594,0.393,0.615
0.927,0.25,0.375
0.878,0.087,0.357
0.873,0.161,0.381
0.865,0.09,0.382
0.854,0.157,0.475
0.738,0.542,0.543
0.74,0.606,0.741
0.844,0.49,0.651
0.375,0.5,0.434
0.333,0.713,0.904
0.71,0.599,0.791
0.724,0.481,0.673
0.719,0.608,0.764
0.917,0.38,0.696
0.912,0.241,0.875
0.844,0.431,0.853
0.646,0.452,0.591
0.719,0.58,0.579
0.844,0.278,0.481
0.813,0.183,0.536
0.896,0.314,0.391
0.74,0.255,0.455
0.56,0.588,0.519
0.646,0.32,0.755
0.74,0.238,0.696
0.265,0.606,0.286
0.854,0.61,0.632
0.75,0.65,0.693
0.562,0.611,0.571
0.5,0.594,0.64
0.396,0.5,0.475
0.24,0.606,0.373
0.292,0.63,0.432
0.812,0.429,0.616
0.709,0.365,0.731
0.398,0.357,0.324
0.449,0.29,0.296
0.61,0.24,0.565
0.583,0.488,0.642
0.245,0.446,0.318
0.561,0.325,0.716
0.88,0.573,0.72
0.688,0.618,0.868
0.653,0.791,0.54
0.469,0.798,0.627
0.369,0.418,0.509
0.625,0.283,0.491
0.776,0.422,0.454
0.916,0.333,0.588
0.535,0.386,0.509
0.812,0.25,0.519
0.721,0.415,0.563
0.552,0.423,0.589
0.903,0.49,0.363
0.5,0.481,0.611
0.688,0.431,0.418
0.19,0.65,0.325
0.418,0.33,0.518
0.51,0.509,0.473
0.684,0.479,0.454
0.367,0.312,0.388
0.604,0.647,0.693
0.103,0.673,0.377
0.347,0.429,0.25
0.458,0.333,0.477
0.323,0.51,0.339
0.245,0.54,0.368
0.292,0.539,0.472
0.337,0.443,0.526
0.792,0.76,0.607
0.771,0.67,0.767
0.3,0.48,0.415
0.51,0.452,0.463
0.429,0.423,0.385
0.541,0.395,0.448
0.531,0.434,0.667
0.75,0.49,0.658
0.417,0.36,0.398
0.14,0.64,0.509
0.58,0.702,0.708
0.868,0.481,0.713
0.77,0.71,0.672
0.156,0.49,0.552
0.878,0.549,0.755
0.783,0.406,0.657
0.816,0.59,0.779
0.693,0.475,0.693
0.844,0.481,0.697
0.344,0.429,0.446
0.51,0.37,0.308
0.59,0.301,0.371
0.26,0.578,0.336
0.656,0.528,0.568
0.622,0.587,0.754
0.667,0.59,0.722
0.52,0.51,0.64
0.622,0.382,0.308
0.583,0.46,0.589
0.582,0.426,0.707
0.531,0.615,0.732
0.469,0.632,0.592
0.479,0.49,0.474
0.26,0.48,0.482
0.49,0.529,0.552
0.429,0.472,0.314
0.479,0.575,0.5
0.479,0.426,0.43
0.224,0.62,0.441
0.292,0.62,0.426
0.286,0.5,0.491
0.184,0.633,0.429
0.449,0.422,0.386
0.417,0.604,0.324
0.326,0.5,0.2
0.633,0.594,0.667
0.562,0.473,0.528
0.375,0.519,0.396
0.32,0.438,0.362
0.547,0.451,0.549
0.417,0.52,0.5
0.385,0.519,0.5
0.612,0.522,0.761
0.615,0.336,0.689
0.552,0.497,0.67
0.48,0.52,0.493
0.48,0.63,0.585
0.342,0.618,0.51
0.762,0.29,0.596
0.583,0.444,0.575
0.418,0.442,0.567
0.531,0.55,0.604
0.469,0.1,0.33
0.408,0.529,0.509
0.406,0.396,0.5
0.418,0.667,0.552
0.316,0.569,0.351
0.781,0.433,0.861
0.677,0.542,0.75
0.704,0.366,0.694
0.724,0.444,0.688
0.796,0.464,0.833
0.208,0.612,0.536
0.188,0.337,0.311
0.214,0.764,0.481
0.531,0.471,0.574
0.153,0.528,0.465
0.51,0.449,0.527
0.125,0.788,0.545
0.459,0.5,0.464
0.24,0.755,0.384
0.823,0.622,0.76
0.8,0.736,0.713
0.77,0.604,0.856
0.519,0.404,0.557
0.35,0.566,0.365
0.635,0.34,0.83
0.398,0.551,0.664
0.167,0.686,0.274
0.062,0.684,0.425
0.061,0.735,0.453
0.247,0.673,0.353
0.146,0.775,0.425
0.531,0.592,0.557
0.781,0.462,0.919
0.74,0.542,0.721
0.729,0.5,0.702
0.439,0.528,0.627
0.625,0.471,0.618
0.475,0.382,0.426
0.398,0.439,0.56
0.583,0.509,0.7
0.51,0.439,0.728
0.448,0.363,0.609
0.478,0.51,0.649
0.448,0.377,0.492
0.54,0.598,0.598
0.333,0.62,0.529
0.438,0.422,0.537
0.347,0.38,0.391
0.333,0.529,0.36
0.806,0.926,0.85
0.633,0.663,0.741
0.569,0.51,0.857
0.375,0.482,0.5
0.743,0.216,0.57
0.602,0.388,0.463
0.592,0.25,0.529
0.073,0.553,0.163
0.12,0.608,0.324
0.163,0.745,0.528
0.688,0.343,0.561
0.585,0.289,0.589
0.594,0.316,0.583
0.653,0.363,0.52
0.531,0.276,0.462
0.49,0.45,0.574
0.451,0.44,0.455
0.615,0.382,0.585
0.618,0.418,0.509
0.694,0.357,0.679
0.592,0.327,0.5
0.72,0.21,0.589
0.448,0.288,0.327
0.354,0.33,0.183
0.25,0.543,0.273
0.145,0.392,0.31
0.24,0.17,0.268
0.531,0.44,0.667
0.542,0.54,0.801
0.284,0.308,0.4
0.414,0.676,0.651
0.427,0.694,0.796
0.592,0.585,0.815
0.408,0.776,0.789
0.396,0.519,0.651
0.771,0.51,0.712
0.714,0.453,0.805
0.78,0.55,0.745
0.71,0.472,0.75
0.735,0.357,0.683
0.541,0.426,0.629
0.542,0.633,0.663
0.582,0.61,0.644
0.469,0.608,0.519
0.573,0.441,0.632
0.49,0.708,0.596
0.74,0.357,0.749
0.906,0.704,0.886
0.604,0.348,0.627
0.927,0.344,0.758
0.875,0.407,0.912
0.85,0.35,0.889
0.908,0.441,0.853
0.951,0.386,0.814
0.837,0.321,0.72
0.625,0.413,0.721
0.84,0.387,0.824
0.76,0.377,0.669
0.433,0.398,0.453
0.5,0.45,0.552
0.6,0.373,0.42
0.905,0.673,0.755
0.573,0.435,0.594
0.449,0.455,0.48
0.615,0.5,0.472
0.76,0.5,0.852
0.837,0.527,0.833
0.816,0.569,0.573
0.907,0.167,0.3
0.531,0.519,0.554
0.847,0.406,0.5
0.792,0.235,0.462
0.781,0.116,0.413
0.583,0.542,0.643
0.219,0.81,0.304
0.083,0.794,0.397
0.51,0.538,0.645
0.755,0.426,0.734
0.633,0.51,0.703
0.765,0.49,0.625
0.892,0.41,0.728
0.82,0.49,0.783
0.134,0.696,0.434
0.354,0.59,0.509
0.296,0.702,0.672
0.167,0.618,0.52
0.115,0.539,0.577
0.276,0.5,0.407
0.13,0.59,0.569
0.215,0.596,0.5
0.653,0.279,0.267
0.812,0.49,0.652
0.67,0.441,0.637
0.573,0.411,0.586
0.637,0.528,0.653
0.781,0.725,0.817
0.708,0.74,0.759
0.531,0.696,0.818
0.753,0.768,0.795
0.51,0.353,0.411
0.708,0.439,0.595
0.367,0.451,0.63
0.396,0.422,0.356
0.417,0.559,0.632
0.616,0.471,0.591
0.111,0.812,0.595
0.156,0.812,0.491
0.194,0.865,0.598
0.194,0.347,0.222
0.125,0.36,0.155
0.302,0.462,0.161
0.362,0.434,0.218
0.344,0.49,0.558
0.439,0.482,0.491
0.48,0.423,0.583
0.396,0.519,0.5
0.49,0.255,0.342
0.531,0.343,0.475
0.398,0.392,0.186
0.27,0.259,0.301
0.25,0.324,0.255
0.408,0.376,0.214
0.459,0.385,0.352
0.417,0.52,0.481
0.25,0.482,0.317
0.316,0.443,0.358
0.312,0.491,0.427
0.354,0.59,0.557
0.5,0.519,0.312
0.23,0.65,0.384
0.5,0.577,0.593
0.625,0.49,0.708
0.7,0.44,0.704
0.74,0.576,0.705
0.459,0.5,0.464
0.65,0.276,0.321
0.521,0.452,0.655
0.208,0.464,0.415
0.406,0.5,0.538
0.594,0.481,0.528
0.516,0.4,0.56
0.602,0.412,0.463
0.837,0.5,0.672
0.656,0.55,0.657
0.708,0.439,0.658
0.367,0.422,0.353
0.493,0.637,0.526
0.74,0.705,0.684
0.879,0.5,0.865
0.729,0.655,0.6
0.827,0.683,0.647
0.23,0.94,0.627
0.873,0.51,0.854
0.39,0.639,0.551
0.75,0.562,0.608
0.643,0.347,0.516
0.65,0.337,0.576
0.551,0.49,0.694
0.667,0.413,0.471
0.38,0.51,0.591
0.539,0.415,0.461
0.458,0.538,0.425
0.38,0.451,0.519
0.562,0.385,0.544
0.667,0.408,0.636
0.562,0.344,0.5
0.5,0.469,0.509
0.417,0.459,0.71
0.552,0.53,0.509
0.823,0.664,0.597
0.676,0.78,0.778
0.26,0.61,0.673
0.251,0.696,0.737
0.343,0.878,0.658
0.102,0.69,0.3
0.417,0.902,0.798
0.635,0.887,0.824
0.684,0.816,0.904
0.592,0.546,0.402
0.194,0.796,0.75
0.602,0.57,0.58
0.594,0.35,0.42
0.104,0.765,0.343
0.604,0.875,0.879
0.948,0.694,0.783
0.958,0.637,0.783
0.46,0.551,0.431
0.365,0.462,0.406
0.49,0.5,0.434
0.708,0.49,0.46
0.417,0.429,0.504
0.417,0.569,0.635
0.219,0.472,0.418
0.531,0.551,0.408
0.531,0.549,0.555
0.556,0.656,0.569
0.582,0.304,0.34
0.667,0.249,0.481
0.729,0.41,0.5
0.771,0.759,0.573
0.714,0.642,0.664
0.844,0.694,0.632
0.49,0.349,0.351
0.365,0.378,0.409
0.719,0.288,0.357
0.667,0.208,0.33
0.882,0.627,0.905
0.958,0.694,0.88
0.896,0.833,0.922
0.459,0.42,0.444
0.224,0.402,0.241
0.438,0.594,0.402
0.287,0.618,0.43
0.194,0.408,0.327
0.323,0.562,0.472
0.521,0.583,0.543
0.281,0.861,0.422
0.806,0.465,0.472
0.635,0.627,0.574
0.484,0.402,0.349
0.143,0.745,0.255
0.112,0.806,0.212
0.159,0.594,0.245
0.694,0.654,0.62
0.57,0.561,0.692
0.521,0.551,0.343
0.36,0.404,0.397
0.329,0.9,0.718
0.245,0.863,0.767
0.337,0.864,0.765
0.246,0.519,0.289
0.542,0.382,0.746
0.188,0.51,0.412
0.51,0.518,0.44
0.74,0.352,0.71
0.823,0.385,0.79
0.802,0.66,0.897
0.837,0.358,0.821
0.74,0.471,0.782
0.75,0.314,0.786
0.357,0.552,0.591
0.198,0.53,0.726
0.375,0.745,0.713
0.438,0.818,0.847
0.51,0.397,0.302
0.542,0.28,0.491
0.677,0.427,0.464
0.573,0.604,0.347
0.724,0.598,0.693
0.52,0.55,0.64
0.63,0.622,0.732
0.5,0.644,0.411
0.551,0.392,0.392
0.663,0.168,0.409
0.061,0.946,0.586
0.156,0.949,0.56
0.163,0.837,0.588
0.099,0.882,0.564
0.146,0.676,0.365
0.552,0.408,0.412
0.671,0.337,0.67
0.755,0.373,0.671
0.615,0.49,0.759
0.219,0.887,0.642
0.5,0.453,0.37
0.5,0.48,0.327
0.667,0.593,0.745
0.75,0.602,0.696
0.24,0.816,0.438
0.224,0.922,0.7
0.802,0.454,0.234
0.378,0.57,0.606
0.375,0.52,0.508
0.45,0.583,0.54
0.286,0.605,0.574
0.192,0.765,0.538
0.688,0.392,0.605
0.684,0.3,0.33
0.61,0.233,0.421
0.561,0.347,0.462
0.458,0.306,0.405
0.385,0.439,0.443
0.448,0.544,0.394
0.146,0.598,0.259
0.656,0.404,0.404
0.337,0.669,0.49
0.5,0.62,0.458
0.5,0.566,0.455
0.458,0.567,0.565
0.49,0.702,0.59
0.677,0.448,0.496
0.5,0.569,0.472
0.531,0.622,0.473
0.677,0.596,0.519
0.562,0.206,0.509
0.562,0.538,0.509
0.51,0.55,0.444
0.427,0.816,0.675
0.449,0.817,0.634
0.521,0.541,0.311
0.615,0.52,0.339
0.112,0.84,0.5
0.135,0.772,0.481
0.133,0.843,0.435
0.594,0.216,0.298
0.552,0.363,0.393
0.441,0.337,0.543
0.417,0.602,0.657
0.592,0.6,0.763
0.667,0.604,0.719
0.427,0.51,0.415
0.623,0.236,0.557
0.615,0.704,0.625
0.664,0.824,0.774
0.365,0.209,0.543
0.479,0.319,0.355
0.323,0.577,0.279
0.49,0.676,0.588
0.49,0.382,0.398
0.334,0.713,0.636
0.552,0.26,0.464
0.469,0.51,0.172
0.521,0.394,0.345
0.802,0.91,0.651
0.49,0.365,0.336
0.878,0.806,0.552
0.51,0.606,0.321
0.615,0.475,0.639
0.98,0.682,0.587
0.936,0.531,0.598
0.854,0.521,0.593
0.61,0.64,0.417
0.602,0.226,0.342
0.571,0.471,0.461
0.38,0.4,0.51
0.583,0.37,0.198
0.729,0.283,0.445
0.786,0.425,0.634
0.75,0.481,0.48
0.677,0.241,0.386
0.76,0.342,0.736
0.5,0.41,0.345
0.459,0.385,0.275
0.602,0.279,0.508
0.582,0.52,0.415
0.51,0.527,0.718
0.385,0.28,0.345
0.458,0.304,0.402
0.806,0.14,0.43
0.865,0.276,0.386
0.688,0.381,0.425
0.469,0.41,0.31
0.531,0.306,0.381
0.94,0.528,0.755
0.031,0.558,0.301
0.32,0.462,0.209
0.573,0.462,0.528
0.458,0.47,0.492
0.67,0.52,0.55
0.561,0.481,0.696
0.5,0.458,0.404
0.104,0.59,0.327
0.188,0.462,0.255
0.5,0.464,0.393
0.562,0.4,0.382
0.406,0.794,0.632
0.448,0.539,0.463
0.323,0.64,0.491
0.214,0.578,0.49
0.326,0.69,0.422
0.552,0.434,0.311
0.49,0.425,0.495
0.592,0.391,0.396
0.52,0.58,0.474
0.521,0.49,0.463
0.48,0.54,0.423
0.714,0.517,0.692
0.163,0.625,0.233
0.583,0.353,0.518
0.365,0.219,0.333
0.457,0.4,0.4
0.51,0.538,0.421
0.583,0.442,0.491
0.427,0.275,0.406
0.455,0.393,0.353
0.255,0.9,0.518
0.458,0.443,0.467
0.796,0.43,0.759
0.832,0.571,0.833
0.521,0.565,0.4
0.46,0.217,0.315
0.604,0.36,0.414
0.406,0.569,0.44
0.198,0.454,0.164
0.308,0.509,0.289
0.561,0.491,0.404
0.427,0.26,0.5
0.663,0.408,0.544
0.271,0.706,0.411
0.439,0.469,0.509
0.49,0.63,0.395
0.061,0.821,0.402
0.28,0.819,0.692
0.286,0.321,0.509
0.385,0.52,0.373
0.323,0.394,0.246
0.173,0.429,0.225
0.365,0.51,0.375
0.13,0.824,0.463
0.443,0.561,0.518
0.52,0.24,0.245
0.677,0.82,0.708
0.561,0.569,0.793
0.125,0.588,0.192
0.184,0.582,0.209
0.135,0.564,0.194
0.255,0.69,0.275
0.25,0.49,0.248
0.567,0.427,0.593
0.44,0.4,0.631
0.177,0.566,0.41
0.561,0.377,0.451
0.781,0.827,0.615
0.367,0.745,0.613
0.243,0.615,0.289
0.255,0.582,0.282
0.427,0.604,0.318
0.449,0.425,0.396
0.448,0.531,0.422
0.542,0.787,0.543
0.448,0.519,0.349
0.271,0.77,0.402
0.52,0.296,0.465
0.438,0.3,0.304
0.51,0.355,0.368
0.459,0.747,0.632
0.73,0.858,0.442
0.653,0.573,0.491
0.54,0.439,0.325
0.37,0.5,0.445
0.585,0.373,0.406
0.125,0.633,0.43
0.562,0.245,0.408
0.531,0.64,0.546
0.406,0.809,0.546
0.398,0.821,0.529
0.281,0.265,0.321
0.286,0.357,0.302
0.369,0.657,0.491
0.333,0.538,0.394
0.281,0.83,0.429
0.271,0.345,0.231
0.333,0.31,0.392
0.469,0.427,0.444
0.208,0.85,0.67
0.49,0.298,0.411
0.771,0.24,0.427
0.551,0.62,0.553
0.449,0.596,0.5
0.135,0.906,0.5
0.25,0.804,0.407
0.344,0.245,0.226
0.385,0.337,0.264
0.69,0.316,0.7
0.833,0.375,0.862
0.208,0.833,0.534
0.281,0.717,0.538
0.198,0.755,0.452
0.281,0.708,0.491
0.146,0.736,0.449
0.225,0.333,0.149
0.52,0.418,0.411
0.104,0.436,0.144
0.51,0.509,0.306
0.042,0.918,0.5
0.031,0.906,0.618
0.047,0.255,0.216
0.052,0.288,0.164
0.663,0.673,0.64
0.898,0.306,0.759
0.786,0.624,0.7
0.653,0.51,0.586
0.708,0.491,0.868
0.443,0.373,0.349
0.153,0.578,0.445
0.635,0.44,0.6
0.781,0.327,0.693
0.37,0.429,0.3
0.615,0.22,0.325
0.719,0.392,0.381
0.667,0.52,0.5
0.5,0.588,0.5
0.812,0.24,0.693
0.708,0.296,0.676
0.865,0.286,0.591
0.49,0.573,0.407
0.75,0.26,0.307
0.41,0.362,0.309
0.667,0.36,0.339
0.786,0.48,0.652
0.647,0.602,0.573
0.582,0.49,0.605
0.643,0.559,0.664
0.6,0.573,0.702
0.43,0.34,0.385
0.214,0.265,0.236
0.604,0.39,0.451
0.76,0.25,0.444
0.167,0.608,0.312
0.531,0.296,0.463
0.63,0.3,0.364
0.742,0.5,0.37
0.323,0.312,0.306
0.333,0.4,0.304
0.327,0.33,0.364
0.388,0.531,0.288
0.885,0.36,0.686
0.878,0.417,0.5
0.833,0.542,0.681
0.622,0.51,0.832
0.857,0.48,0.8
0.612,0.39,0.5
0.781,0.74,0.465
0.531,0.33,0.484
0.521,0.187,0.452
0.562,0.736,0.838
0.469,0.49,0.491
0.77,0.431,0.816
0.792,0.24,0.612
0.673,0.443,0.783
0.24,0.365,0.327
0.201,0.75,0.517
0.323,0.696,0.391
0.771,0.33,0.628
0.863,0.226,0.575
0.521,0.438,0.657
0.582,0.279,0.304
0.49,0.283,0.333
0.573,0.274,0.264
0.438,0.58,0.445
0.479,0.469,0.388
0.417,0.425,0.404
0.646,0.304,0.377
0.324,0.821,0.629
0.672,0.314,0.31
0.406,0.265,0.296
0.76,0.235,0.67
0.52,0.56,0.545
0.448,0.645,0.57
0.458,0.32,0.425
0.742,0.312,0.5
0.667,0.333,0.655
0.459,0.294,0.246
0.735,0.286,0.509
0.47,0.298,0.258
0.48,0.453,0.584
0.77,0.472,0.651
0.583,0.469,0.33
0.125,0.685,0.346
0.397,0.781,0.298
0.26,0.519,0.402
0.271,0.561,0.435
0.541,0.236,0.236
0.208,0.679,0.446
0.542,0.488,0.345
0.48,0.298,0.333
0.704,0.31,0.359
0.469,0.388,0.471
0.271,0.704,0.32
0.062,0.843,0.72
0.521,0.306,0.345
0.667,0.4,0.472
0.562,0.409,0.764
0.519,0.396,0.481
0.458,0.655,0.472
0.323,0.615,0.538
0.939,0.637,0.673
0.765,0.57,0.802
0.959,0.569,0.702
0.959,0.51,0.685
0.867,0.79,0.705
0.89,0.606,0.814
0.281,0.68,0.467
0.474,0.7,0.442
0.255,0.582,0.583
0.28,0.639,0.5
0.562,0.515,0.288
0.347,0.264,0.321
0.51,0.327,0.337
0.25,0.653,0.391
0.531,0.454,0.336
0.781,0.35,0.455
0.542,0.429,0.3
0.204,0.931,0.605
0.219,0.907,0.711
0.606,0.147,0.394
0.729,0.212,0.309
0.781,0.451,0.818
0.77,0.439,0.682
0.745,0.382,0.802
0.663,0.23,0.621
0.776,0.431,0.608
0.92,0.469,0.804
0.827,0.552,0.526
0.812,0.717,0.619
0.719,0.52,0.706
0.316,0.541,0.518
0.398,0.279,0.241
0.427,0.378,0.434
0.573,0.465,0.409
0.688,0.444,0.482
0.571,0.31,0.482
0.56,0.398,0.402
0.354,0.33,0.272
0.325,0.219,0.217
0.48,0.5,0.336
0.496,0.366,0.545
0.271,0.54,0.381
0.31,0.35,0.577
0.439,0.33,0.491
0.49,0.363,0.331
0.347,0.346,0.302
0.302,0.7,0.482
0.281,0.481,0.358
0.042,0.745,0.418
0.458,0.464,0.371
0.531,0.448,0.224
0.479,0.423,0.47
0.122,0.821,0.557
0.135,0.907,0.556
0.531,0.356,0.567
0.287,0.333,0.127
0.29,0.625,0.536
0.184,0.685,0.481
0.146,0.5,0.397
0.406,0.458,0.267
0.292,0.324,0.218
0.082,0.412,0.16
0.167,0.5,0.182
0.122,0.91,0.264
0.219,0.274,0.349
0.146,0.828,0.185
0.122,0.847,0.386
0.75,0.224,0.224
